"policy_id","cal_year","occurrence_date","usage","occasional_commercial","area","province","overnight_parking","security_device","vehicle_id","body_type","vehicle_power","fuel","transmission","engine_cc","vehicle_value","gender","age","ncd_level","gross_amount","net_amount","marital","employment","occupation","years_licensed","licensing_age","vehicle_age","reported_mileage","num_drivers","exposure","employment_missing","reported_mileage_missing","engine_cc_missing"
"P0095806",2017,2017-03-04,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"SUV","Low","Diesel","M",618,18959,"M",22,1,6089.23023192115,5839.23023192115,"Single","Student","Farmer",1,21,11,26000,1,1,0,0,0
"P0095806",2017,2017-06-04,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"SUV","Low","Diesel","M",618,18959,"M",22,1,6844.77743186761,6594.77743186761,"Single","Student","Farmer",1,21,11,26000,1,1,0,0,0
"P0095806",2017,2017-07-20,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"SUV","Low","Diesel","M",618,18959,"M",22,1,4025.52613733098,3775.52613733098,"Single","Student","Farmer",1,21,11,26000,1,1,0,0,0
"P0095806",2017,2017-08-08,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"SUV","Low","Diesel","M",618,18959,"M",22,1,26137.5752203121,25887.5752203121,"Single","Student","Farmer",1,21,11,26000,1,1,0,0,0
"P0095806",2017,2017-11-09,"Commercial",FALSE,"Rural","Munster","Driveway",FALSE,1,"SUV","Low","Diesel","M",618,18959,"M",22,1,17372.8599296845,17122.8599296845,"Single","Student","Farmer",1,21,11,26000,1,1,0,0,0
"P0095810",2017,2017-08-21,"Commuting",FALSE,"Rural","Leinster","Garage",TRUE,1,"SUV","Low","Petrol","M",600,15154,"M",59,2,4584.49608745666,4334.49608745666,"Married","Employed","Farmer",39,20,8,14000,1,0.991780822,0,0,0
"P0095810",2018,2018-03-24,"Commuting",FALSE,"Rural","Leinster","Garage",TRUE,1,"SUV","Low","Petrol","M",600,15154,"M",60,0,5984.03504002029,5734.03504002029,"Married","Employed","Farmer",40,20,9,12000,1,1,0,0,0
"P0095810",2019,2019-09-07,"Commuting",TRUE,"Rural","Leinster","Garage",TRUE,1,"SUV","Low","Petrol","M",600,15154,"M",61,0,14105.6478521254,13855.6478521254,"Married","Employed","Farmer",41,20,10,22000,1,1,0,0,0
"P0095812",2023,2023-08-06,"Private",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Med","Diesel","M",647,17952,"F",28,2,15933.7634650235,15683.7634650235,"Single","Student","Retail",11,17,12,5500,1,1,0,0,0
"P0095812",2023,2023-08-22,"Private",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Med","Diesel","M",647,17952,"F",28,2,19043.7501065317,18793.7501065317,"Single","Student","Retail",11,17,12,5500,1,1,0,0,0
"P0095813",2023,2023-10-10,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"SUV","High","Hybrid","A",3701,81741,"F",45,0,18940.8523355359,18690.8523355359,"Married","Employed","Actuary",28,17,3,11500,2,0.328767123,0,0,0
"P0095814",2023,2023-07-02,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Estate","Med","Hybrid","A",600,9937,"F",36,1,2138.12422753168,1888.12422753168,"Single","Employed","Retail",18,18,10,9000,1,1,0,0,0
"P0095814",2024,2024-06-25,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Estate","Med","Hybrid","A",600,9937,"F",37,0,9784.82332432585,9534.82332432585,"Single","Employed","Retail",19,18,11,12500,1,1,0,0,0
"P0095815",2018,2018-05-10,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"Saloon","Low","Diesel","M",641,10206,"M",34,1,11175.7205806074,10925.7205806074,"Single","Employed","Nurse",13,21,10,8500,1,0.756164384,0,0,0
"P0095815",2019,2019-04-18,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"Saloon","Low","Diesel","M",641,10206,"M",35,0,2675.11310381378,2425.11310381378,"Single","Employed","Nurse",14,21,11,15500,1,1,0,0,0
"P0095815",2019,2019-05-29,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"Saloon","Low","Diesel","M",641,10206,"M",35,0,3592.55985182757,3342.55985182757,"Single","Employed","Nurse",14,21,11,15500,1,1,0,0,0
"P0095818",2020,2020-11-16,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"Hatchback","Low","Diesel","M",600,8730,"M",53,5,4313.07408008453,4063.07408008453,"Married","Employed","Actuary",36,17,11,15500,1,1,0,0,0
"P0095821",2024,2024-04-04,"Commercial",FALSE,"Rural","Connacht","Street",FALSE,1,"Estate","Med","Petrol","M",785,19151,"M",37,4,9469.15974926875,9219.15974926875,"Single","Employed","Farmer",19,18,11,22000,1,1,0,0,0
"P0095822",2024,2024-05-15,"Commuting",TRUE,"Suburban","Leinster","Driveway",TRUE,1,"Estate","Med","Petrol","M",600,17886,"F",33,5,10967.6747417154,10717.6747417154,"Single","Self-Employed","Primary Teacher",14,19,13,29000,1,1,0,0,0
"P0095823",2021,2021-02-08,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,20016,"F",43,3,34987.899942294,34737.899942294,"Married","Employed","Garda",25,18,11,6500,1,1,0,0,0
"P0095823",2021,2021-11-23,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,20016,"F",43,3,18650.8158092939,18400.8158092939,"Married","Employed","Garda",25,18,11,6500,1,1,0,0,0
"P0095824",2019,2019-05-18,"Commercial",FALSE,"Rural","Connacht","Driveway",TRUE,1,"Estate","Low","Petrol","M",600,9812,"M",26,1,41592.8885049161,41342.8885049161,"Single","Employed","Skilled Trades",8,18,13,11000,1,0.764383562,0,0,0
"P0095825",2022,2022-05-13,"Private",FALSE,"Urban","Leinster","Street",TRUE,1,"Saloon","High","Petrol","M",1439,38661,"F",27,0,15146.1039240831,14896.1039240831,"Single","Student","Accountant",9,18,8,7500,1,0.868493151,0,0,0
"P0095825",2022,2022-06-08,"Private",FALSE,"Urban","Leinster","Street",TRUE,1,"Saloon","High","Petrol","M",1439,38661,"F",27,0,6525.83500831947,6275.83500831947,"Single","Student","Accountant",9,18,8,7500,1,0.868493151,0,0,0
"P0095825",2024,2024-04-01,"Private",FALSE,"Urban","Leinster","Street",TRUE,1,"Saloon","High","Petrol","M",1439,38661,"F",29,1,7897.64971453833,7647.64971453833,"Single","Student","Accountant",11,18,10,3500,1,1,0,0,0
"P0095826",2017,2017-07-22,"Private",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"SUV","High","Petrol","M",1243,37582,"M",38,2,3016.68088940892,2766.68088940892,"Married","Unemployed","Garda",17,21,8,17000,2,1,0,0,0
"P0095827",2020,2020-12-18,"Private",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",749,21388,"F",37,3,7297.44960685624,7047.44960685624,"Single","Unemployed","Accountant",19,18,10,10500,1,1,0,0,0
"P0095827",2024,2024-09-11,"Private",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",749,21388,"F",41,4,8077.04314917791,7827.04314917791,"Single","Unemployed","Accountant",23,18,14,12000,1,1,0,0,0
"P0095827",2024,2024-11-06,"Private",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",749,21388,"F",41,4,5460.9775574582,5210.9775574582,"Single","Unemployed","Accountant",23,18,14,12000,1,1,0,0,0
"P0095829",2020,2020-07-07,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",600,16888,"F",39,1,9871.29051823014,9621.29051823014,"Married","Employed","Farmer",20,19,10,20000,2,0.520547945,0,0,0
"P0095829",2020,2020-11-14,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",600,16888,"F",39,1,16352.8701456549,16102.8701456549,"Married","Employed","Farmer",20,19,10,20000,2,0.520547945,0,0,0
"P0095829",2023,2023-12-23,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",600,16888,"F",42,2,6714.36644363495,6464.36644363495,"Married","Employed","Farmer",23,19,13,30500,2,1,0,0,0
"P0095830",2016,2016-10-11,"Commuting",FALSE,"Suburban","Ulster","Street",FALSE,1,"Hatchback","Low","Petrol","M",600,11529,"M",31,1,8168.74401656774,7918.74401656774,"Single","Employed","Retail",11,20,9,11500,1,0.235616438,0,0,0
"P0095831",2024,2024-03-18,"Commuting",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Med","Diesel","M",600,10684,"M",59,3,10592.0156387247,10342.0156387247,"Married","Self-Employed","Actuary",40,19,12,7500,1,1,0,0,0
"P0095834",2020,2020-01-31,"Commuting",FALSE,"Suburban","Leinster","Street",FALSE,1,"Hatchback","Med","Petrol","M",891,18108,"F",60,2,2796.09827125637,2546.09827125637,"Married","Employed","Retail",42,18,10,10000,1,1,0,0,0
"P0095834",2021,2021-09-30,"Commuting",FALSE,"Suburban","Leinster","Street",FALSE,1,"Hatchback","Med","Petrol","M",891,18108,"F",61,0,12401.6401467921,12151.6401467921,"Married","Employed","Retail",43,18,11,11500,1,1,0,0,0
"P0095835",2023,2023-12-25,"Private",FALSE,"Rural","Leinster","Driveway",TRUE,1,"Saloon","Low","Petrol","M",600,12415,"F",46,5,12456.1127210235,12206.1127210235,"Married","Unemployed","Farmer",25,21,12,17000,1,1,0,0,0
"P0095838",2019,2019-10-10,"Commuting",FALSE,"Suburban","Leinster","Garage",FALSE,1,"Saloon","Low","Diesel","M",600,12991,"F",58,1,7236.58944735713,6986.58944735713,"Married","Employed","Lecturer",40,18,12,19000,2,0.654794521,0,0,0
"P0095841",2018,2018-08-17,"Private",FALSE,"Urban","Munster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",1358,27650,"M",41,1,2301.02742168549,2051.02742168549,"Married","Unemployed","Retail",23,18,7,6000,1,1,0,0,0
"P0095843",2024,2024-12-18,"Commuting",FALSE,"Rural","Connacht","Garage",FALSE,1,"Estate","Low","Diesel","M",600,13865,"F",34,1,8352.68228826219,8102.68228826219,"Single","Employed","Garda",17,17,7,15000,1,1,0,0,0
"P0095844",2021,2021-06-28,"Private",FALSE,"Suburban","Connacht","Garage",FALSE,1,"Saloon","Low","Diesel","M",600,12718,"F",24,2,3927.52447985968,3677.52447985968,"Single","Student","Garda",5,19,9,7000,1,1,0,0,0
"P0095847",2023,2023-10-25,"Commuting",FALSE,"Rural","Munster","Street",FALSE,1,"Van","Med","Diesel","M",682,14282,"M",62,3,2589.39781979874,2339.39781979874,"Married","Employed","Skilled Trades",42,20,9,19500,1,1,0,0,0
"P0095849",2021,2021-04-29,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Med","Diesel","M",848,26263,"F",58,3,14603.6611144361,14353.6611144361,"Married","Self-Employed","Lecturer",40,18,11,7500,1,1,0,0,0
"P0095850",2024,2024-12-13,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Low","Diesel","M",600,11464,"M",43,5,2566.4078317096,2316.4078317096,"Married","Employed","Skilled Trades",23,20,12,18250,1,1,0,0,0
"P0095851",2021,2021-01-14,"Commercial",FALSE,"Rural","Munster","Garage",FALSE,1,"Estate","Low","Hybrid","A",600,8665,"M",37,1,5742.6768533191,5492.6768533191,"Single","Employed","Skilled Trades",20,17,10,18500,1,1,0,0,0
"P0095852",2019,2019-03-03,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",1519,43620,"F",46,1,8200.31673655746,7950.31673655746,"Married","Employed","Farmer",28,18,7,28500,2,1,0,0,0
"P0095852",2020,2020-12-14,"Commercial",FALSE,"Rural","Munster","Street",FALSE,1,"Estate","Med","Diesel","M",1519,43620,"F",47,0,49994.1798034069,49744.1798034069,"Married","Employed","Farmer",29,18,8,19500,2,1,0,0,0
"P0095855",2020,2020-04-13,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",38,1,2098.21790299183,1848.21790299183,"Single","Employed","Actuary",20,18,9,9000,1,0.994520548,0,0,0
"P0095855",2021,2021-01-20,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",39,0,18215.6290230699,17965.6290230699,"Single","Employed","Actuary",21,18,10,7000,1,1,0,0,0
"P0095855",2021,2021-05-17,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",39,0,3385.53592908829,3135.53592908829,"Single","Employed","Actuary",21,18,10,7000,1,1,0,0,0
"P0095855",2023,2023-08-09,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",41,1,23251.5462646279,23001.5462646279,"Single","Employed","Actuary",23,18,12,9500,1,1,0,0,0
"P0095855",2023,2023-12-10,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",41,1,4157.95414030233,3907.95414030233,"Single","Employed","Actuary",23,18,12,9500,1,1,0,0,0
"P0095855",2024,2024-02-26,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",42,0,18358.2518683419,18108.2518683419,"Single","Employed","Actuary",24,18,13,7500,1,1,0,0,0
"P0095855",2024,2024-03-16,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",42,0,17637.2875524832,17387.2875524832,"Single","Employed","Actuary",24,18,13,7500,1,1,0,0,0
"P0095855",2024,2024-08-12,"Commuting",FALSE,"Urban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10726,"M",42,0,10106.6415563928,9856.64155639284,"Single","Employed","Actuary",24,18,13,7500,1,1,0,0,0
"P0095858",2016,2016-11-18,"Commercial",FALSE,"Rural","Leinster","Driveway",FALSE,1,"Saloon","Med","Petrol","M",600,13772,"M",32,1,8652.6491274598,8402.6491274598,"Single","Employed","Farmer",15,17,11,26500,1,0.153424658,0,0,0
"P0095858",2020,2020-10-30,"Commercial",FALSE,"Rural","Leinster","Driveway",FALSE,1,"Saloon","Med","Petrol","M",600,13772,"M",36,3,6153.69396439985,5903.69396439985,"Single","Employed","Farmer",19,17,15,23000,1,1,0,0,0
"P0095858",2023,2023-10-31,"Commercial",FALSE,"Rural","Leinster","Driveway",FALSE,1,"Saloon","Med","Petrol","M",600,13772,"M",39,3,49343.736690878,49093.736690878,"Single","Employed","Farmer",22,17,18,17000,1,1,0,0,0
"P0095861",2021,2021-08-21,"Private",FALSE,"Rural","Leinster","Driveway",FALSE,1,"SUV","Med","Petrol","M",699,21056,"M",27,1,7248.12048252307,6998.12048252307,"Single","Student","Primary Teacher",10,17,9,11500,2,1,0,0,0
"P0095862",2021,2021-06-04,"Commuting",FALSE,"Suburban","Connacht","Driveway",FALSE,1,"Estate","Low","Diesel","M",600,6497,"F",48,3,4779.20155893766,4529.20155893766,"Married","Employed","Skilled Trades",26,22,8,14500,1,1,0,0,0
"P0095862",2023,2023-07-20,"Commuting",TRUE,"Suburban","Connacht","Driveway",FALSE,1,"Estate","Low","Diesel","M",600,6497,"F",50,2,5928.72252560505,5678.72252560505,"Married","Employed","Skilled Trades",28,22,10,22000,1,1,0,0,0
"P0095864",2023,2023-09-20,"Commuting",TRUE,"Urban","Ulster","Driveway",TRUE,1,"Van","High","Diesel","M",1836,43193,"F",63,5,14197.3780529252,13947.3780529252,"Married","Employed","Driver/Delivery",43,20,12,18500,1,1,0,0,0
"P0095864",2023,2023-12-04,"Commuting",TRUE,"Urban","Ulster","Driveway",TRUE,1,"Van","High","Diesel","M",1836,43193,"F",63,5,12846.9628405272,12596.9628405272,"Married","Employed","Driver/Delivery",43,20,12,18500,1,1,0,0,0
"P0095864",2024,2024-07-01,"Commuting",FALSE,"Urban","Ulster","Driveway",TRUE,1,"Van","High","Diesel","M",1836,43193,"F",64,3,12262.3551791973,12012.3551791973,"Married","Employed","Driver/Delivery",44,20,13,10000,1,1,0,0,0
"P0095865",2019,2019-06-25,"Commuting",FALSE,"Suburban","Ulster","Driveway",TRUE,1,"SUV","High","Diesel","M",894,30451,"M",23,1,6154.90914452232,5904.90914452232,"Single","Employed","Retail",5,18,6,10500,1,1,0,0,0
"P0095865",2019,2019-08-23,"Commuting",FALSE,"Suburban","Ulster","Driveway",TRUE,1,"SUV","High","Diesel","M",894,30451,"M",23,1,28060.3028106553,27810.3028106553,"Single","Employed","Retail",5,18,6,10500,1,1,0,0,0
"P0095865",2021,2021-09-03,"Commuting",FALSE,"Suburban","Ulster","Driveway",TRUE,1,"SUV","High","Diesel","M",894,30451,"M",25,1,5809.39158121913,5559.39158121913,"Single","Employed","Retail",7,18,8,15500,1,1,0,0,0
"P0095866",2023,2023-02-23,"Commercial",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Med","Petrol","M",1373,35394,"F",41,5,6516.22102887927,6266.22102887927,"Married","Self-Employed","Skilled Trades",19,22,15,27500,1,1,0,0,0
"P0095866",2024,2024-05-26,"Commercial",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Med","Petrol","M",1373,35394,"F",42,3,16541.0556108061,16291.0556108061,"Married","Self-Employed","Skilled Trades",20,22,16,24000,1,1,0,0,0
"P0095867",2018,2018-09-16,"Commercial",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Van","Low","Petrol","M",600,13431,"F",30,1,6763.806266033,6513.806266033,"Single","Self-Employed","Skilled Trades",9,21,7,22500,1,0.432876712,0,0,0
"P0095868",2021,2021-12-30,"Commuting",FALSE,"Suburban","Munster","Garage",TRUE,1,"Hatchback","Low","Diesel","M",600,12150,"M",39,2,12916.465823832,12666.465823832,"Single","Employed","Primary Teacher",21,18,10,16000,3,0.534246575,0,0,0
"P0095869",2022,2022-05-04,"Private",FALSE,"Suburban","Connacht","Street",TRUE,1,"Van","Low","Diesel","M",600,13634,"M",28,1,9162.05394617098,8912.05394617098,"Single","Unemployed","Skilled Trades",9,19,12,8500,1,1,0,0,0
"P0095869",2022,2022-06-10,"Private",FALSE,"Suburban","Connacht","Street",TRUE,1,"Van","Low","Diesel","M",600,13634,"M",28,1,2891.56690297871,2641.56690297871,"Single","Unemployed","Skilled Trades",9,19,12,8500,1,1,0,0,0
"P0095869",2023,2023-04-16,"Private",FALSE,"Suburban","Connacht","Street",TRUE,1,"Van","Low","Diesel","M",600,13634,"M",29,0,10973.0379199179,10723.0379199179,"Single","Unemployed","Skilled Trades",10,19,13,9500,1,1,0,0,0
"P0095869",2023,2023-07-22,"Private",FALSE,"Suburban","Connacht","Street",TRUE,1,"Van","Low","Diesel","M",600,13634,"M",29,0,13941.7516444806,13691.7516444806,"Single","Unemployed","Skilled Trades",10,19,13,9500,1,1,0,0,0
"P0095874",2021,2021-01-21,"Commercial",FALSE,"Urban","Leinster","Street",TRUE,1,"Estate","High","Diesel","M",1874,49503,"F",51,1,9061.40847523702,8811.40847523703,"Married","Self-Employed","Skilled Trades",33,18,9,19000,1,1,0,0,0
"P0095874",2021,2021-06-27,"Commercial",FALSE,"Urban","Leinster","Street",TRUE,1,"Estate","High","Diesel","M",1874,49503,"F",51,1,61957.119641389,50000,"Married","Self-Employed","Skilled Trades",33,18,9,19000,1,1,0,0,0
"P0095877",2022,2022-05-23,"Private",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Med","Petrol","M",844,14378,"F",62,2,18504.0339532338,18254.0339532338,"Married","Unemployed","Retail",44,18,8,4500,1,1,0,0,0
"P0095877",2022,2022-07-30,"Private",FALSE,"Urban","Leinster","Street",FALSE,1,"Hatchback","Med","Petrol","M",844,14378,"F",62,2,6250.83500878927,6000.83500878927,"Married","Unemployed","Retail",44,18,8,4500,1,1,0,0,0
"P0095882",2021,2021-11-29,"Commuting",FALSE,"Urban","Munster","Driveway",TRUE,1,"Hatchback","Med","Petrol","M",1463,30247,"F",62,3,7359.27579978071,7109.27579978071,"Married","Employed","Primary Teacher",45,17,10,15500,2,1,0,0,0
"P0095882",2021,2021-12-15,"Commuting",FALSE,"Urban","Munster","Driveway",TRUE,1,"Hatchback","Med","Petrol","M",1463,30247,"F",62,3,2604.50355776656,2354.50355776656,"Married","Employed","Primary Teacher",45,17,10,15500,2,1,0,0,0
"P0095883",2018,2018-08-03,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Med","Petrol","M",1028,26712,"M",36,2,18775.2334824167,18525.2334824167,"Married","Employed","Lecturer",18,18,10,10500,2,1,0,0,0
"P0095883",2021,2021-03-21,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Med","Petrol","M",1028,26712,"M",39,2,540.275724804314,290.275724804314,"Married","Employed","Lecturer",21,18,13,15500,2,1,0,0,0
"P0095886",2019,2019-12-08,"Private",FALSE,"Suburban","Connacht","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",600,17198,"F",23,1,11996.4701299771,11746.4701299771,"Single","Unemployed","Accountant",5,18,10,12500,1,1,0,0,0
"P0095888",2018,2018-08-27,"Commuting",FALSE,"Suburban","Munster","Street",FALSE,1,"Hatchback","Low","Diesel","M",600,15463,"M",31,0,1511.71382054447,1261.71382054447,"Single","Employed","Actuary",12,19,12,17000,1,0.832876712,0,0,0
"P0095888",2019,2019-07-29,"Commuting",FALSE,"Suburban","Munster","Street",FALSE,1,"Hatchback","Low","Diesel","M",600,15463,"M",32,0,3145.62260969208,2895.62260969208,"Single","Employed","Actuary",13,19,13,11000,1,1,0,0,0
"P0095888",2021,2021-09-29,"Commuting",FALSE,"Suburban","Munster","Street",FALSE,1,"Hatchback","Low","Diesel","M",600,15463,"M",34,1,8265.66830040571,8015.66830040571,"Single","Employed","Actuary",15,19,15,16500,1,1,0,0,0
"P0095889",2023,2023-04-23,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Med","Petrol","M",1103,25150,"M",45,1,4609.71288816314,4359.71288816314,"Married","Employed","Retail",28,17,7,9500,1,1,0,0,0
"P0095899",2022,2022-05-01,"Private",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Van","Med","Diesel","M",600,14663,"M",37,3,22870.4669664235,22620.4669664235,"Single","Unemployed","Driver/Delivery",19,18,10,6500,1,1,0,0,0
"P0095900",2018,2018-03-24,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",960,21855,"M",33,1,5835.0435237011,5585.0435237011,"Single","Employed","Retail",16,17,6,10500,1,1,0,0,0
"P0095900",2023,2023-11-28,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",960,21855,"M",38,1,8841.53363864469,8591.53363864469,"Single","Employed","Retail",21,17,6,22500,1,1,0,0,0
"P0095902",2018,2018-03-20,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Estate","Low","Diesel","M",600,12305,"M",34,1,9616.08173055024,9366.08173055024,"Single","Employed","Nurse",14,20,7,10000,1,1,0,0,0
"P0095903",2018,2018-04-21,"Commuting",FALSE,"Urban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",730,14933,"F",37,0,7439.94985522079,7189.94985522079,"Married","Employed","Other",20,17,4,6500,2,0.835616438,0,0,0
"P0095908",2018,2018-03-05,"Commuting",FALSE,"Rural","Ulster","Street",FALSE,1,"Saloon","Med","Diesel","M",620,21856,"M",32,1,2309.35425134883,2059.35425134883,"Single","Employed","Actuary",13,19,8,12000,1,1,0,0,0
"P0095912",2018,2018-11-17,"Private",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Med","Diesel","M",1196,33910,"M",45,0,2344.44948525068,2094.44948525068,"Married","Unemployed","Nurse",24,21,8,9000,1,0.750684932,0,0,0
"P0095912",2018,2018-11-18,"Private",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Med","Diesel","M",1196,33910,"M",45,0,6823.86138918445,6573.86138918445,"Married","Unemployed","Nurse",24,21,8,9000,1,0.750684932,0,0,0
"P0095914",2017,2017-08-21,"Private",FALSE,"Rural","Leinster","Driveway",TRUE,1,"Estate","Med","Diesel","M",1386,34673,"F",46,1,3223.62671160397,2973.62671160397,"Married","Unemployed","Nurse",29,17,9,6000,1,1,0,0,0
"P0095918",2021,2021-02-04,"Commuting",FALSE,"Suburban","Munster","Street",TRUE,1,"SUV","High","Diesel","M",1575,46071,"F",51,3,4128.28938702622,3878.28938702622,"Married","Employed","Doctor",32,19,9,8500,1,1,0,0,0
"P0095918",2021,2021-03-07,"Commuting",FALSE,"Suburban","Munster","Street",TRUE,1,"SUV","High","Diesel","M",1575,46071,"F",51,3,21065.553843326,20815.553843326,"Married","Employed","Doctor",32,19,9,8500,1,1,0,0,0
"P0095919",2024,2024-03-15,"Commuting",FALSE,"Rural","Connacht","Driveway",TRUE,1,"SUV","Low","Diesel","M",600,14427,"M",41,4,8326.61222836023,8076.61222836023,"Married","Employed","Garda",24,17,8,15000,1,1,0,0,0
"P0095923",2020,2020-12-20,"Commuting",FALSE,"Urban","Connacht","Street",FALSE,1,"Estate","Med","Petrol","M",705,16726,"M",52,3,3524.59708588566,3274.59708588566,"Married","Employed","Skilled Trades",35,17,8,8000,2,1,0,0,0
"P0095923",2021,2021-04-01,"Commuting",FALSE,"Urban","Connacht","Street",FALSE,1,"Estate","Med","Petrol","M",705,16726,"M",53,1,2367.02857112041,2117.02857112041,"Married","Employed","Skilled Trades",36,17,9,10500,2,1,0,0,0
"P0095924",2023,2023-07-28,"Commercial",FALSE,"Urban","Connacht","Street",TRUE,1,"Van","Med","Diesel","M",881,26699,"M",49,1,38485.5552359003,38235.5552359003,"Married","Unemployed","Skilled Trades",32,17,6,11000,1,0.821917808,0,0,0
"P0095925",2023,2023-03-24,"Commuting",TRUE,"Rural","Leinster","Driveway",FALSE,1,"Van","Low","Diesel","M",600,13593,"F",54,2,4609.44357171858,4359.44357171858,"Married","Employed","Skilled Trades",37,17,9,29000,1,1,0,0,0
"P0095925",2024,2024-06-10,"Commuting",TRUE,"Rural","Leinster","Driveway",FALSE,1,"Van","Low","Diesel","M",600,13593,"F",55,0,3809.34534752654,3559.34534752654,"Married","Employed","Skilled Trades",38,17,9,18000,1,1,0,0,0
"P0095926",2020,2020-05-19,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Estate","Med","Petrol","M",834,24493,"F",37,3,6946.14447893614,6696.14447893614,"Married","Employed","Lecturer",20,17,9,10500,1,1,0,0,0
"P0095927",2023,2023-08-31,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Hatchback","Med","Hybrid","A",1029,26702,"M",43,5,13231.7681721435,12981.7681721435,"Married","Self-Employed","Primary Teacher",24,19,12,14500,1,1,0,0,0
"P0095929",2018,2018-07-02,"Commuting",FALSE,"Rural","Leinster","Garage",FALSE,1,"SUV","Med","Petrol","M",600,19960,"F",33,3,10151.2931589985,9901.29315899853,"Single","Employed","Nurse",12,21,9,6000,1,1,0,0,0
"P0095929",2021,2021-05-29,"Commuting",FALSE,"Rural","Leinster","Garage",FALSE,1,"SUV","Med","Petrol","M",600,19960,"F",36,3,4305.10107526059,4055.10107526059,"Single","Employed","Nurse",15,21,12,8500,1,1,0,0,0
"P0095929",2024,2024-11-11,"Commuting",FALSE,"Rural","Leinster","Garage",FALSE,1,"SUV","Med","Petrol","M",600,19960,"F",39,3,11448.7938485789,11198.7938485789,"Single","Employed","Nurse",18,21,15,7000,1,1,0,0,0
